languages_used,index_numbers,mixed_clip_filename,transcripts,utterance_ids,total_duration
"hi, hi, hi, hi, hi, hi","3243, 3761, 2686, 3325, 2738, 237",mixed_clip_23.wav,"एनसीपी कार्यकर्ताओं का अन्ना के खिलाफ प्रदर्शन | आफ़्रिका एक बहुत बड़ा महाद्वीप है। | बिहार सरकार ने की तेजस्वी-सुशील मोदी के बंगलों की अदला-बदली | आप कहाँ थे? | लियाकत केस में परिवार का दावा, सरेंडर का फॉर्म भरा था | जंगल बहुत घना है।","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",18.863999999999997
"hi, ne-NP, hi, hi","1272, 28, 2171, 904",mixed_clip_24.wav,"दिल्ली गैंगरेप पीड़िता को सम्मानित करेगा अमेरिका | अनि यस्को आकार पनि सुपारीको जस्तै हुन्छ । | व्हीलचेयर पर बैठकर 'नागिन' ने किया 'मैं तेरी दुश्मन' पर डांस | मोदी से नहीं हमें कोई डर, जानती है जनता कैसे हैं मोदीः पीएम","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",20.052
"hi, hi, hi, hi, hi, hi","3185, 3059, 4315, 2762, 3653, 3048",mixed_clip_25.wav,"वह अरबी पढ़ सकता है। | शशि थरूर का मोदी पर पलटवार, पत्नी को बताया बेशकीमती | दिग्गज लेग स्पिनर ने जताई भारतीय टीम का कोच बनने की इच्छा | मेरे ख़याल से तुम्हे सिगरेट पीना छोड़ देना चहिए। | नीतीश कुमार एक बार फिर चुने गए जेडीयू के राष्ट्रीय अध्यक्ष | राष्ट्रपति चुनाव के जोड़तोड़ के लिए बीजेपी में भी बढ़ी सक्रियता","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",21.636000000000003
"hi, hi, hi, hi","2358, 1759, 122, 34",mixed_clip_26.wav,"बहाने नहीं, कामकाज की उम्मीद | आमिर खान ने फैंस से कहा- वेलेंटाइन डे पर सुनें ये गाना | भारत के साथ संबंध अफगानिस्तान के हित में: करजई | कठुआ रेप: हाईकोर्ट पहुंचा पीड़ित परिवार, फांसी देने की मांग उठाई","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",24.012
"hi, hi, hi, hi","1453, 221, 203, 2452",mixed_clip_27.wav,इंग्लैंड के कोच बोले- शुक्र है जडेजा ने सिर्फ आखिरी टेस्ट खेला | गीता ने इतिहास रचकर कुश्ती में दिलाया पांचवां स्वर्ण | आपके पास इससे बड़े नाप का है क्या? | ओडिशा स्टाफ सेलेक्शन कमिशन में इंस्पेक्टर के लिए नौकरी,"d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.36
"hi, hi, hi, hi, hi","729, 4303, 719, 1285, 77",mixed_clip_28.wav,"कमरा नम्बर पंद्राह में तौलिये नहीं हैं। | केजरीवाल का राहुल और कांग्रेस पर निशाना | ओबामा, क्लिंटन सबसे सम्मानित हस्तियों की सूची में शुमार | सलमान की बहन बनने से अमृता राव ने किया मना | मैं फ़ैसला कर चुका हूँ।","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",20.016000000000002
"hi, hi, hi, hi","2998, 3354, 4278, 611",mixed_clip_29.wav,"शोपियां: आतंकियों को ढेर कर लौट रहे सुरक्षाबलों की गाड़ियों पर पथराव | नए विवाद के साथ मलिक का भारत दौरा सम्पन्न | वर्ल्ड कपः पूल बी- भारत बनाम दक्षिण अफ्रीका मैच कमेंट्री | जमीन खरीद-फरोख्त कर लोगों से करता था धोखाधड़ी, पुलिस ने किया गिरफ्तार","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",19.656
"hi, hi, hi, hi, hi","4059, 281, 4329, 4004, 1897",mixed_clip_30.wav,"पत्नी-बेटे की संदिग्ध मौत, पति गिरफ्तार | रेपिस्ट को धूना, गधे पर बिठाकर घुमाया | दिल्ली: बैंक में पैसा जमा करने आए एक शख्स को दिनदहाड़े मारी गोली | अपहरण से बचने के लिए ऑटो से कूदी टीसीएस की सॉफ्टवेयर पेशेवर | आतंकी निशाने पर थे दिल्ली समेत कई बड़े शहर","3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.656
"hi, hi, hi, ne-NP, hi","707, 762, 3084, 141, 2252",mixed_clip_31.wav,"सैफ-करीना निकले लंच डेट पर | अपनी जिंदगी खूबसूरती के साथ जीना चाहती हैं सुष्मिता | मुझे अम्रीकी साहित्य में दिलचस्पी है। | सबैभन्दा त वातावरणमा ठूलो योगदान हुने भयो सन्तानको सुरक्षित भविष्यका लागि । | एक्ट्रेस ही नहीं सफल प्रोड्यूसर भी हैं अनुष्का, अब मिलेगा ये सम्मान","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",23.544
"hi, hi, hi, hi, hi","2112, 1644, 2064, 3888, 502",mixed_clip_32.wav,"विश्व मीडिया में गूंजा खेलों का शानदार आगाज | प्रियंका गांधी को हुआ डेंगू, गंगाराम अस्पताल में भर्ती | उम्मीद से कम रही औद्योगिक उत्पादन की वृद्धि | क्योंकि मैं अनुवादक बनना चाहती हूँ। | यूपी में मूर्ति, माफिया और मुल्जिमों की सरकार: नकवी","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3",21.456
"hi, hi, ne-NP, hi","275, 17, 143, 4290",mixed_clip_33.wav,"अरविंद ने मेरी नहीं सुनी इसलिए दिल्ली में करारी हार: अन्ना हजारे | दुनिया की सबसे बड़ी दुरबीन कैनरी द्वीप समूह पर है। | प्रहरीले बीचमा बसेर दुवैथरीलाई रोक्ने । | आरएमएल पहुंचे प्रधानमंत्री, घायलों से की मुलाकात","0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",18.54
"hi, hi, hi, hi, ne-NP, hi","82, 4187, 3945, 125, 49, 2490",mixed_clip_34.wav,किसको पता है? | रोहिंग्या संकट क्षेत्रीय सुरक्षा को खतरे में डाल सकती है: संयुक्त राष्ट्र | जनादेश-जाति के चौसर पर कांग्रेस की चाल | आप डॉक्टर हैं क्या? | न बिराउनु न डराउनु | गुलाब लाल हैं।,"0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a, 0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3, 9f8a47cee5574b287a8f93f5498d81115cf1dfbd718ead4f2265e4400f7de0f017a58a2c8c1245e0d3ceeccffa5b110322c4f784aa8a9785e3219557cb44395e, 3c47037b539064a039337a1c897e88029bf7cfb906524864e55c38b90aa9efe57730742089a7f2a1b508952b6272c39cd50f7d701230bde9d0afdf4fefc05d8a",19.691999999999997
"hi, hi, hi","1671, 2034, 2094",mixed_clip_35.wav,"बीजेपी के पूर्व मंत्री स्वामी चिन्मयानंद ने इमाम बुखारी को कहा 'ह..जादा' | अफगान धमाकों में मरने वालों में शामिल सिख उम्मीदवार, मोदी ने की निंदा | माफ़ कीजिएगा अगर मैंने आपको परेशान किया तो।","d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc, d5880664e0b201cf24b4972ea9890b801afe05af05cd4302d95952f06934198872328efbf6eb11bf51e169d4c62a0e8756088bbe001fc353a9b6d080ed9ee3dc",19.188
